# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      68     -0.20978344E-01     -0.21219836E-01     -0.24651897E-02     -0.54804155E-02
      69     -0.20983823E-01     -0.21219836E-01     -0.24794246E-02     -0.54804155E-02
      70     -0.20988606E-01     -0.21219836E-01     -0.24939141E-02     -0.54804155E-02
      71     -0.20993217E-01     -0.21219836E-01     -0.25077095E-02     -0.54804155E-02
      72     -0.20998050E-01     -0.21219836E-01     -0.25215494E-02     -0.54804155E-02
      73     -0.21002969E-01     -0.21219836E-01     -0.25363138E-02     -0.54804155E-02
      74     -0.21007073E-01     -0.21219836E-01     -0.25502724E-02     -0.54804155E-02
      75     -0.21011405E-01     -0.21219836E-01     -0.25642989E-02     -0.54804155E-02
      76     -0.21014985E-01     -0.21219836E-01     -0.25773001E-02     -0.54804155E-02
      77     -0.21018332E-01     -0.21219836E-01     -0.25905240E-02     -0.54804155E-02
      78     -0.21021579E-01     -0.21219836E-01     -0.26037020E-02     -0.54804155E-02
      79     -0.21024710E-01     -0.21219836E-01     -0.26167379E-02     -0.54804155E-02
      80     -0.21027711E-01     -0.21219836E-01     -0.26298654E-02     -0.54804155E-02
      81     -0.21030380E-01     -0.21219836E-01     -0.26429586E-02     -0.54804155E-02
      82     -0.21033253E-01     -0.21219836E-01     -0.26560097E-02     -0.54804155E-02
      83     -0.21036066E-01     -0.21219836E-01     -0.26694608E-02     -0.54804155E-02
      84     -0.21038842E-01     -0.21219836E-01     -0.26832376E-02     -0.54804155E-02
      85     -0.21041825E-01     -0.21219836E-01     -0.26975314E-02     -0.54804155E-02
      86     -0.21044694E-01     -0.21219836E-01     -0.27121613E-02     -0.54804155E-02
      87     -0.21047305E-01     -0.21219836E-01     -0.27258031E-02     -0.54804155E-02
      88     -0.21049825E-01     -0.21219836E-01     -0.27393637E-02     -0.54804155E-02
      89     -0.21052214E-01     -0.21219836E-01     -0.27528412E-02     -0.54804155E-02
      90     -0.21054613E-01     -0.21219836E-01     -0.27669315E-02     -0.54804155E-02
      91     -0.21057253E-01     -0.21219836E-01     -0.27812980E-02     -0.54804155E-02
      92     -0.21059399E-01     -0.21219836E-01     -0.27947055E-02     -0.54804155E-02
      93     -0.21061380E-01     -0.21219836E-01     -0.28082782E-02     -0.54804155E-02
      94     -0.21063402E-01     -0.21219836E-01     -0.28214368E-02     -0.54804155E-02
      95     -0.21065356E-01     -0.21219836E-01     -0.28348952E-02     -0.54804155E-02
      96     -0.21067405E-01     -0.21219836E-01     -0.28483569E-02     -0.54804155E-02
      97     -0.21069095E-01     -0.21219836E-01     -0.28615594E-02     -0.54804155E-02
      98     -0.21070968E-01     -0.21219836E-01     -0.28751390E-02     -0.54804155E-02
      99     -0.21072645E-01     -0.21219836E-01     -0.28885881E-02     -0.54804155E-02
     100     -0.21074300E-01     -0.21219836E-01     -0.29012616E-02     -0.54804155E-02
     101     -0.21075841E-01     -0.21219836E-01     -0.29139947E-02     -0.54804155E-02
     102     -0.21077383E-01     -0.21219836E-01     -0.29278711E-02     -0.54804155E-02
     103     -0.21078988E-01     -0.21219836E-01     -0.29414934E-02     -0.54804155E-02
     104     -0.21080354E-01     -0.21219836E-01     -0.29534713E-02     -0.54804155E-02
     105     -0.21081806E-01     -0.21219836E-01     -0.29669113E-02     -0.54804155E-02
     106     -0.21083190E-01     -0.21219836E-01     -0.29794528E-02     -0.54804155E-02
     107     -0.21084682E-01     -0.21219836E-01     -0.29924576E-02     -0.54804155E-02
     108     -0.21085981E-01     -0.21219836E-01     -0.30053032E-02     -0.54804155E-02
     109     -0.21087318E-01     -0.21219836E-01     -0.30181564E-02     -0.54804155E-02
     110     -0.21088480E-01     -0.21219836E-01     -0.30296934E-02     -0.54804155E-02
     111     -0.21089649E-01     -0.21219836E-01     -0.30428627E-02     -0.54804155E-02
     112     -0.21090829E-01     -0.21219836E-01     -0.30555635E-02     -0.54804155E-02
     113     -0.21092116E-01     -0.21219836E-01     -0.30690822E-02     -0.54804155E-02
     114     -0.21093179E-01     -0.21219836E-01     -0.30819342E-02     -0.54804155E-02
     115     -0.21094321E-01     -0.21219836E-01     -0.30952992E-02     -0.54804155E-02
     116     -0.21095530E-01     -0.21219836E-01     -0.31086481E-02     -0.54804155E-02
     117     -0.21096561E-01     -0.21219836E-01     -0.31209930E-02     -0.54804155E-02
     118     -0.21097565E-01     -0.21219836E-01     -0.31335984E-02     -0.54804155E-02
     119     -0.21098504E-01     -0.21219836E-01     -0.31456199E-02     -0.54804155E-02
     120     -0.21099561E-01     -0.21219836E-01     -0.31594920E-02     -0.54804155E-02
     121     -0.21100596E-01     -0.21219836E-01     -0.31718553E-02     -0.54804155E-02
     122     -0.21101591E-01     -0.21219836E-01     -0.31842863E-02     -0.54804155E-02
     123     -0.21102574E-01     -0.21219836E-01     -0.31971984E-02     -0.54804155E-02
     124     -0.21103482E-01     -0.21219836E-01     -0.32095037E-02     -0.54804155E-02
     125     -0.21104395E-01     -0.21219836E-01     -0.32216163E-02     -0.54804155E-02
     126     -0.21105386E-01     -0.21219836E-01     -0.32346188E-02     -0.54804155E-02
     127     -0.21106310E-01     -0.21219836E-01     -0.32482685E-02     -0.54804155E-02
     128     -0.21107145E-01     -0.21219836E-01     -0.32616898E-02     -0.54804155E-02
     129     -0.21107975E-01     -0.21219836E-01     -0.32743322E-02     -0.54804155E-02
     130     -0.21109244E-01     -0.21219836E-01     -0.32877072E-02     -0.54804155E-02
     131     -0.21110087E-01     -0.21219836E-01     -0.32994000E-02     -0.54804155E-02
     132     -0.21110842E-01     -0.21219836E-01     -0.33116628E-02     -0.54804155E-02
     133     -0.21111702E-01     -0.21219836E-01     -0.33244349E-02     -0.54804155E-02
     134     -0.21112456E-01     -0.21219836E-01     -0.33361264E-02     -0.54804155E-02
     135     -0.21113205E-01     -0.21219836E-01     -0.33483263E-02     -0.54804155E-02
     136     -0.21113911E-01     -0.21219836E-01     -0.33599539E-02     -0.54804155E-02
     137     -0.21114763E-01     -0.21219836E-01     -0.33720540E-02     -0.54804155E-02
     138     -0.21115487E-01     -0.21219836E-01     -0.33844007E-02     -0.54804155E-02
     139     -0.21116186E-01     -0.21219836E-01     -0.33961002E-02     -0.54804155E-02
     140     -0.21117076E-01     -0.21219836E-01     -0.34085019E-02     -0.54804155E-02
     141     -0.21117768E-01     -0.21219836E-01     -0.34206013E-02     -0.54804155E-02
     142     -0.21118597E-01     -0.21219836E-01     -0.34321809E-02     -0.54804155E-02
     143     -0.21119298E-01     -0.21219836E-01     -0.34444825E-02     -0.54804155E-02
     144     -0.21119995E-01     -0.21219836E-01     -0.34565350E-02     -0.54804155E-02
     145     -0.21120724E-01     -0.21219836E-01     -0.34687256E-02     -0.54804155E-02
     146     -0.21121431E-01     -0.21219836E-01     -0.34819747E-02     -0.54804155E-02
     147     -0.21122121E-01     -0.21219836E-01     -0.34942754E-02     -0.54804155E-02
     148     -0.21122812E-01     -0.21219836E-01     -0.35062723E-02     -0.54804155E-02
     149     -0.21123471E-01     -0.21219836E-01     -0.35187168E-02     -0.54804155E-02
     150     -0.21124125E-01     -0.21219836E-01     -0.35306007E-02     -0.54804155E-02
     151     -0.21124841E-01     -0.21219836E-01     -0.35424417E-02     -0.54804155E-02
     152     -0.21125408E-01     -0.21219836E-01     -0.35542430E-02     -0.54804155E-02
     153     -0.21126030E-01     -0.21219836E-01     -0.35666447E-02     -0.54804155E-02
     154     -0.21126661E-01     -0.21219836E-01     -0.35793274E-02     -0.54804155E-02
     155     -0.21127206E-01     -0.21219836E-01     -0.35914274E-02     -0.54804155E-02
     156     -0.21127803E-01     -0.21219836E-01     -0.36042741E-02     -0.54804155E-02
     157     -0.21128373E-01     -0.21219836E-01     -0.36156780E-02     -0.54804155E-02
     158     -0.21128983E-01     -0.21219836E-01     -0.36278459E-02     -0.54804155E-02
     159     -0.21129632E-01     -0.21219836E-01     -0.36399859E-02     -0.54804155E-02
     160     -0.21130186E-01     -0.21219836E-01     -0.36522243E-02     -0.54804155E-02
     161     -0.21130705E-01     -0.21219836E-01     -0.36646181E-02     -0.54804155E-02
     162     -0.21131235E-01     -0.21219836E-01     -0.36771319E-02     -0.54804155E-02
     163     -0.21131713E-01     -0.21219836E-01     -0.36892339E-02     -0.54804155E-02

# q=  0.00000000E+00  0.75000000E+00  0.00000000E+00  (qpt 10)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.28702504E-02     -0.15956019E-01     -0.21872239E-03     -0.55521672E-02
       2     -0.54509786E-02     -0.15956019E-01     -0.41973200E-03     -0.55521672E-02
       3     -0.72693245E-02     -0.15956019E-01     -0.61303510E-03     -0.55521672E-02
       4     -0.88711399E-02     -0.15956019E-01     -0.80600168E-03     -0.55521672E-02
       5     -0.10178185E-01     -0.15956019E-01     -0.95410633E-03     -0.55521672E-02
       6     -0.11350391E-01     -0.15956019E-01     -0.10957507E-02     -0.55521672E-02
       7     -0.12133591E-01     -0.15956019E-01     -0.12271841E-02     -0.55521672E-02
       8     -0.12901888E-01     -0.15956019E-01     -0.13521101E-02     -0.55521672E-02
       9     -0.13157732E-01     -0.15956019E-01     -0.13920950E-02     -0.55521672E-02
      10     -0.13352955E-01     -0.15956019E-01     -0.14245925E-02     -0.55521672E-02
      11     -0.13564657E-01     -0.15956019E-01     -0.14563591E-02     -0.55521672E-02
      12     -0.13733586E-01     -0.15956019E-01     -0.14864409E-02     -0.55521672E-02
      13     -0.13937240E-01     -0.15956019E-01     -0.15180566E-02     -0.55521672E-02
      14     -0.14105653E-01     -0.15956019E-01     -0.15464175E-02     -0.55521672E-02
      15     -0.14267886E-01     -0.15956019E-01     -0.15707379E-02     -0.55521672E-02
      16     -0.14407202E-01     -0.15956019E-01     -0.15959851E-02     -0.55521672E-02
      17     -0.14541838E-01     -0.15956019E-01     -0.16209584E-02     -0.55521672E-02
      18     -0.14650230E-01     -0.15956019E-01     -0.16462358E-02     -0.55521672E-02
      19     -0.14784880E-01     -0.15956019E-01     -0.16767441E-02     -0.55521672E-02
      20     -0.14899454E-01     -0.15956019E-01     -0.17035571E-02     -0.55521672E-02
      21     -0.14982033E-01     -0.15956019E-01     -0.17290273E-02     -0.55521672E-02
      22     -0.15055923E-01     -0.15956019E-01     -0.17555969E-02     -0.55521672E-02
      23     -0.15134889E-01     -0.15956019E-01     -0.17809177E-02     -0.55521672E-02
      24     -0.15206496E-01     -0.15956019E-01     -0.18045980E-02     -0.55521672E-02
      25     -0.15262363E-01     -0.15956019E-01     -0.18286170E-02     -0.55521672E-02
      26     -0.15326433E-01     -0.15956019E-01     -0.18530001E-02     -0.55521672E-02
      27     -0.15369964E-01     -0.15956019E-01     -0.18784835E-02     -0.55521672E-02
      28     -0.15414539E-01     -0.15956019E-01     -0.19007020E-02     -0.55521672E-02
      29     -0.15449530E-01     -0.15956019E-01     -0.19237103E-02     -0.55521672E-02
      30     -0.15489398E-01     -0.15956019E-01     -0.19449589E-02     -0.55521672E-02
      31     -0.15524456E-01     -0.15956019E-01     -0.19679820E-02     -0.55521672E-02
      32     -0.15547349E-01     -0.15956019E-01     -0.19908082E-02     -0.55521672E-02
      33     -0.15569576E-01     -0.15956019E-01     -0.20145016E-02     -0.55521672E-02
      34     -0.15590692E-01     -0.15956019E-01     -0.20349923E-02     -0.55521672E-02
      35     -0.15613616E-01     -0.15956019E-01     -0.20566742E-02     -0.55521672E-02
      36     -0.15635249E-01     -0.15956019E-01     -0.20780350E-02     -0.55521672E-02
      37     -0.15650401E-01     -0.15956019E-01     -0.20967035E-02     -0.55521672E-02
      38     -0.15663273E-01     -0.15956019E-01     -0.21141960E-02     -0.55521672E-02
      39     -0.15677601E-01     -0.15956019E-01     -0.21306144E-02     -0.55521672E-02
      40     -0.15690446E-01     -0.15956019E-01     -0.21481088E-02     -0.55521672E-02
      41     -0.15700895E-01     -0.15956019E-01     -0.21652649E-02     -0.55521672E-02
      42     -0.15711010E-01     -0.15956019E-01     -0.21806455E-02     -0.55521672E-02
      43     -0.15720564E-01     -0.15956019E-01     -0.21971516E-02     -0.55521672E-02
      44     -0.15729505E-01     -0.15956019E-01     -0.22123351E-02     -0.55521672E-02
      45     -0.15737623E-01     -0.15956019E-01     -0.22275776E-02     -0.55521672E-02
      46     -0.15743763E-01     -0.15956019E-01     -0.22420821E-02     -0.55521672E-02
      47     -0.15750617E-01     -0.15956019E-01     -0.22584704E-02     -0.55521672E-02
      48     -0.15757737E-01     -0.15956019E-01     -0.22731076E-02     -0.55521672E-02
      49     -0.15763925E-01     -0.15956019E-01     -0.22876805E-02     -0.55521672E-02
      50     -0.15769396E-01     -0.15956019E-01     -0.23042844E-02     -0.55521672E-02
      51     -0.15775705E-01     -0.15956019E-01     -0.23193622E-02     -0.55521672E-02
      52     -0.15780116E-01     -0.15956019E-01     -0.23348473E-02     -0.55521672E-02
      53     -0.15784208E-01     -0.15956019E-01     -0.23507027E-02     -0.55521672E-02
      54     -0.15788598E-01     -0.15956019E-01     -0.23661707E-02     -0.55521672E-02
      55     -0.15792393E-01     -0.15956019E-01     -0.23816880E-02     -0.55521672E-02
      56     -0.15796162E-01     -0.15956019E-01     -0.23976875E-02     -0.55521672E-02
      57     -0.15799800E-01     -0.15956019E-01     -0.24133188E-02     -0.55521672E-02
      58     -0.15803545E-01     -0.15956019E-01     -0.24274933E-02     -0.55521672E-02
      59     -0.15806315E-01     -0.15956019E-01     -0.24427215E-02     -0.55521672E-02
      60     -0.15809262E-01     -0.15956019E-01     -0.24582682E-02     -0.55521672E-02
      61     -0.15812341E-01     -0.15956019E-01     -0.24730050E-02     -0.55521672E-02
      62     -0.15815153E-01     -0.15956019E-01     -0.24874060E-02     -0.55521672E-02
      63     -0.15817657E-01     -0.15956019E-01     -0.25020661E-02     -0.55521672E-02
      64     -0.15820329E-01     -0.15956019E-01     -0.25168456E-02     -0.55521672E-02
      65     -0.15822868E-01     -0.15956019E-01     -0.25316783E-02     -0.55521672E-02
      66     -0.15825327E-01     -0.15956019E-01     -0.25464530E-02     -0.55521672E-02
      67     -0.15827700E-01     -0.15956019E-01     -0.25605285E-02     -0.55521672E-02
      68     -0.15830155E-01     -0.15956019E-01     -0.25758985E-02     -0.55521672E-02
      69     -0.15832397E-01     -0.15956019E-01     -0.25897345E-02     -0.55521672E-02
      70     -0.15834408E-01     -0.15956019E-01     -0.26037968E-02     -0.55521672E-02
      71     -0.15836325E-01     -0.15956019E-01     -0.26176523E-02     -0.55521672E-02
      72     -0.15838354E-01     -0.15956019E-01     -0.26309817E-02     -0.55521672E-02
      73     -0.15840463E-01     -0.15956019E-01     -0.26457333E-02     -0.55521672E-02
      74     -0.15842300E-01     -0.15956019E-01     -0.26592065E-02     -0.55521672E-02
      75     -0.15844201E-01     -0.15956019E-01     -0.26732253E-02     -0.55521672E-02
      76     -0.15845779E-01     -0.15956019E-01     -0.26859016E-02     -0.55521672E-02
      77     -0.15847261E-01     -0.15956019E-01     -0.26989800E-02     -0.55521672E-02
      78     -0.15848719E-01     -0.15956019E-01     -0.27121101E-02     -0.55521672E-02
      79     -0.15850155E-01     -0.15956019E-01     -0.27252030E-02     -0.55521672E-02
      80     -0.15851566E-01     -0.15956019E-01     -0.27381377E-02     -0.55521672E-02
      81     -0.15852805E-01     -0.15956019E-01     -0.27512239E-02     -0.55521672E-02
      82     -0.15854094E-01     -0.15956019E-01     -0.27640846E-02     -0.55521672E-02
      83     -0.15855411E-01     -0.15956019E-01     -0.27772348E-02     -0.55521672E-02
      84     -0.15856718E-01     -0.15956019E-01     -0.27912255E-02     -0.55521672E-02
      85     -0.15858114E-01     -0.15956019E-01     -0.28054757E-02     -0.55521672E-02
      86     -0.15859465E-01     -0.15956019E-01     -0.28200830E-02     -0.55521672E-02
      87     -0.15860671E-01     -0.15956019E-01     -0.28336814E-02     -0.55521672E-02
      88     -0.15861835E-01     -0.15956019E-01     -0.28467958E-02     -0.55521672E-02
      89     -0.15862998E-01     -0.15956019E-01     -0.28597464E-02     -0.55521672E-02
      90     -0.15864173E-01     -0.15956019E-01     -0.28740716E-02     -0.55521672E-02
      91     -0.15865511E-01     -0.15956019E-01     -0.28881599E-02     -0.55521672E-02
      92     -0.15866596E-01     -0.15956019E-01     -0.29021124E-02     -0.55521672E-02
      93     -0.15867592E-01     -0.15956019E-01     -0.29161907E-02     -0.55521672E-02
      94     -0.15868650E-01     -0.15956019E-01     -0.29292773E-02     -0.55521672E-02
      95     -0.15869666E-01     -0.15956019E-01     -0.29428935E-02     -0.55521672E-02
      96     -0.15870740E-01     -0.15956019E-01     -0.29561904E-02     -0.55521672E-02
      97     -0.15871620E-01     -0.15956019E-01     -0.29698046E-02     -0.55521672E-02
      98     -0.15872636E-01     -0.15956019E-01     -0.29832433E-02     -0.55521672E-02
      99     -0.15873482E-01     -0.15956019E-01     -0.29967426E-02     -0.55521672E-02
     100     -0.15874325E-01     -0.15956019E-01     -0.30095655E-02     -0.55521672E-02
     101     -0.15875129E-01     -0.15956019E-01     -0.30225934E-02     -0.55521672E-02
     102     -0.15875974E-01     -0.15956019E-01     -0.30362417E-02     -0.55521672E-02
     103     -0.15876848E-01     -0.15956019E-01     -0.30497674E-02     -0.55521672E-02
     104     -0.15877574E-01     -0.15956019E-01     -0.30617892E-02     -0.55521672E-02
     105     -0.15878388E-01     -0.15956019E-01     -0.30750141E-02     -0.55521672E-02
     106     -0.15879155E-01     -0.15956019E-01     -0.30873841E-02     -0.55521672E-02
     107     -0.15879947E-01     -0.15956019E-01     -0.30998049E-02     -0.55521672E-02
     108     -0.15880631E-01     -0.15956019E-01     -0.31125700E-02     -0.55521672E-02
     109     -0.15881400E-01     -0.15956019E-01     -0.31253040E-02     -0.55521672E-02
     110     -0.15882039E-01     -0.15956019E-01     -0.31367690E-02     -0.55521672E-02
     111     -0.15882698E-01     -0.15956019E-01     -0.31495242E-02     -0.55521672E-02
     112     -0.15883340E-01     -0.15956019E-01     -0.31622848E-02     -0.55521672E-02
     113     -0.15884059E-01     -0.15956019E-01     -0.31753748E-02     -0.55521672E-02
     114     -0.15884624E-01     -0.15956019E-01     -0.31878244E-02     -0.55521672E-02
     115     -0.15885267E-01     -0.15956019E-01     -0.32010998E-02     -0.55521672E-02
     116     -0.15885967E-01     -0.15956019E-01     -0.32139415E-02     -0.55521672E-02
     117     -0.15886559E-01     -0.15956019E-01     -0.32263010E-02     -0.55521672E-02
     118     -0.15887116E-01     -0.15956019E-01     -0.32392270E-02     -0.55521672E-02
     119     -0.15887643E-01     -0.15956019E-01     -0.32510233E-02     -0.55521672E-02
     120     -0.15888248E-01     -0.15956019E-01     -0.32648164E-02     -0.55521672E-02
     121     -0.15888834E-01     -0.15956019E-01     -0.32767868E-02     -0.55521672E-02
     122     -0.15889386E-01     -0.15956019E-01     -0.32891904E-02     -0.55521672E-02
     123     -0.15889955E-01     -0.15956019E-01     -0.33018079E-02     -0.55521672E-02
     124     -0.15890474E-01     -0.15956019E-01     -0.33138866E-02     -0.55521672E-02
     125     -0.15891010E-01     -0.15956019E-01     -0.33257419E-02     -0.55521672E-02
     126     -0.15891591E-01     -0.15956019E-01     -0.33382938E-02     -0.55521672E-02
     127     -0.15892100E-01     -0.15956019E-01     -0.33521746E-02     -0.55521672E-02
     128     -0.15892566E-01     -0.15956019E-01     -0.33649490E-02     -0.55521672E-02
     129     -0.15893045E-01     -0.15956019E-01     -0.33774235E-02     -0.55521672E-02
     130     -0.15893811E-01     -0.15956019E-01     -0.33900093E-02     -0.55521672E-02
     131     -0.15894316E-01     -0.15956019E-01     -0.34017207E-02     -0.55521672E-02
     132     -0.15894732E-01     -0.15956019E-01     -0.34141560E-02     -0.55521672E-02
     133     -0.15895245E-01     -0.15956019E-01     -0.34267106E-02     -0.55521672E-02
     134     -0.15895675E-01     -0.15956019E-01     -0.34388392E-02     -0.55521672E-02
     135     -0.15896105E-01     -0.15956019E-01     -0.34507344E-02     -0.55521672E-02
     136     -0.15896514E-01     -0.15956019E-01     -0.34621373E-02     -0.55521672E-02
     137     -0.15897017E-01     -0.15956019E-01     -0.34742103E-02     -0.55521672E-02
     138     -0.15897428E-01     -0.15956019E-01     -0.34862658E-02     -0.55521672E-02
     139     -0.15897827E-01     -0.15956019E-01     -0.34979764E-02     -0.55521672E-02
     140     -0.15898357E-01     -0.15956019E-01     -0.35098288E-02     -0.55521672E-02
     141     -0.15898744E-01     -0.15956019E-01     -0.35217405E-02     -0.55521672E-02
     142     -0.15899223E-01     -0.15956019E-01     -0.35339365E-02     -0.55521672E-02
     143     -0.15899622E-01     -0.15956019E-01     -0.35458605E-02     -0.55521672E-02
     144     -0.15900024E-01     -0.15956019E-01     -0.35580580E-02     -0.55521672E-02
     145     -0.15900431E-01     -0.15956019E-01     -0.35699921E-02     -0.55521672E-02
     146     -0.15900824E-01     -0.15956019E-01     -0.35833572E-02     -0.55521672E-02
     147     -0.15901223E-01     -0.15956019E-01     -0.35956236E-02     -0.55521672E-02
     148     -0.15901622E-01     -0.15956019E-01     -0.36074743E-02     -0.55521672E-02
     149     -0.15901987E-01     -0.15956019E-01     -0.36195284E-02     -0.55521672E-02
     150     -0.15902356E-01     -0.15956019E-01     -0.36314536E-02     -0.55521672E-02
     151     -0.15902755E-01     -0.15956019E-01     -0.36433095E-02     -0.55521672E-02
     152     -0.15903072E-01     -0.15956019E-01     -0.36548000E-02     -0.55521672E-02
     153     -0.15903429E-01     -0.15956019E-01     -0.36671256E-02     -0.55521672E-02
     154     -0.15903782E-01     -0.15956019E-01     -0.36795762E-02     -0.55521672E-02
     155     -0.15904097E-01     -0.15956019E-01     -0.36915391E-02     -0.55521672E-02
     156     -0.15904433E-01     -0.15956019E-01     -0.37044417E-02     -0.55521672E-02
     157     -0.15904750E-01     -0.15956019E-01     -0.37160282E-02     -0.55521672E-02
     158     -0.15905091E-01     -0.15956019E-01     -0.37280259E-02     -0.55521672E-02
     159     -0.15905452E-01     -0.15956019E-01     -0.37400317E-02     -0.55521672E-02
     160     -0.15905755E-01     -0.15956019E-01     -0.37520776E-02     -0.55521672E-02
     161     -0.15906044E-01     -0.15956019E-01     -0.37640939E-02     -0.55521672E-02
     162     -0.15906332E-01     -0.15956019E-01     -0.37758735E-02     -0.55521672E-02
     163     -0.15906602E-01     -0.15956019E-01     -0.37876770E-02     -0.55521672E-02

# q=  0.00000000E+00  0.83333333E+00  0.00000000E+00  (qpt 11)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19264359E-02     -0.91726616E-02     -0.16970468E-03     -0.55222891E-02
       2     -0.36727011E-02     -0.91726616E-02     -0.32231654E-03     -0.55222891E-02
       3     -0.46740260E-02     -0.91726616E-02     -0.46713642E-03     -0.55222891E-02
       4     -0.55485218E-02     -0.91726616E-02     -0.62285112E-03     -0.55222891E-02
       5     -0.63770473E-02     -0.91726616E-02     -0.78271009E-03     -0.55222891E-02
       6     -0.70566364E-02     -0.91726616E-02     -0.94992461E-03     -0.55222891E-02
       7     -0.74220215E-02     -0.91726616E-02     -0.11165626E-02     -0.55222891E-02
       8     -0.77755793E-02     -0.91726616E-02     -0.12790224E-02     -0.55222891E-02
       9     -0.79209261E-02     -0.91726616E-02     -0.13175753E-02     -0.55222891E-02
      10     -0.80281920E-02     -0.91726616E-02     -0.13489910E-02     -0.55222891E-02
      11     -0.81308588E-02     -0.91726616E-02     -0.13802443E-02     -0.55222891E-02
      12     -0.82126806E-02     -0.91726616E-02     -0.14101675E-02     -0.55222891E-02
      13     -0.83207861E-02     -0.91726616E-02     -0.14423511E-02     -0.55222891E-02
      14     -0.83997764E-02     -0.91726616E-02     -0.14720540E-02     -0.55222891E-02
      15     -0.84758515E-02     -0.91726616E-02     -0.14963177E-02     -0.55222891E-02
      16     -0.85418926E-02     -0.91726616E-02     -0.15222359E-02     -0.55222891E-02
      17     -0.86047769E-02     -0.91726616E-02     -0.15485913E-02     -0.55222891E-02
      18     -0.86533096E-02     -0.91726616E-02     -0.15739434E-02     -0.55222891E-02
      19     -0.87130335E-02     -0.91726616E-02     -0.16061516E-02     -0.55222891E-02
      20     -0.87658246E-02     -0.91726616E-02     -0.16347649E-02     -0.55222891E-02
      21     -0.88002786E-02     -0.91726616E-02     -0.16603450E-02     -0.55222891E-02
      22     -0.88302392E-02     -0.91726616E-02     -0.16866406E-02     -0.55222891E-02
      23     -0.88634926E-02     -0.91726616E-02     -0.17123083E-02     -0.55222891E-02
      24     -0.88916921E-02     -0.91726616E-02     -0.17368091E-02     -0.55222891E-02
      25     -0.89135802E-02     -0.91726616E-02     -0.17617651E-02     -0.55222891E-02
      26     -0.89382348E-02     -0.91726616E-02     -0.17861832E-02     -0.55222891E-02
      27     -0.89547339E-02     -0.91726616E-02     -0.18122438E-02     -0.55222891E-02
      28     -0.89715541E-02     -0.91726616E-02     -0.18350785E-02     -0.55222891E-02
      29     -0.89842411E-02     -0.91726616E-02     -0.18582468E-02     -0.55222891E-02
      30     -0.89997352E-02     -0.91726616E-02     -0.18796247E-02     -0.55222891E-02
      31     -0.90124725E-02     -0.91726616E-02     -0.19019906E-02     -0.55222891E-02
      32     -0.90208860E-02     -0.91726616E-02     -0.19240436E-02     -0.55222891E-02
      33     -0.90291796E-02     -0.91726616E-02     -0.19468724E-02     -0.55222891E-02
      34     -0.90367093E-02     -0.91726616E-02     -0.19673703E-02     -0.55222891E-02
      35     -0.90446979E-02     -0.91726616E-02     -0.19878523E-02     -0.55222891E-02
      36     -0.90521596E-02     -0.91726616E-02     -0.20080556E-02     -0.55222891E-02
      37     -0.90574940E-02     -0.91726616E-02     -0.20256701E-02     -0.55222891E-02
      38     -0.90619264E-02     -0.91726616E-02     -0.20431957E-02     -0.55222891E-02
      39     -0.90666574E-02     -0.91726616E-02     -0.20596704E-02     -0.55222891E-02
      40     -0.90710697E-02     -0.91726616E-02     -0.20766308E-02     -0.55222891E-02
      41     -0.90747209E-02     -0.91726616E-02     -0.20939608E-02     -0.55222891E-02
      42     -0.90782403E-02     -0.91726616E-02     -0.21100485E-02     -0.55222891E-02
      43     -0.90815966E-02     -0.91726616E-02     -0.21267836E-02     -0.55222891E-02
      44     -0.90846491E-02     -0.91726616E-02     -0.21429485E-02     -0.55222891E-02
      45     -0.90873884E-02     -0.91726616E-02     -0.21584053E-02     -0.55222891E-02
      46     -0.90894445E-02     -0.91726616E-02     -0.21733540E-02     -0.55222891E-02
      47     -0.90916760E-02     -0.91726616E-02     -0.21905525E-02     -0.55222891E-02
      48     -0.90941143E-02     -0.91726616E-02     -0.22048388E-02     -0.55222891E-02
      49     -0.90961806E-02     -0.91726616E-02     -0.22189180E-02     -0.55222891E-02
      50     -0.90980226E-02     -0.91726616E-02     -0.22350372E-02     -0.55222891E-02
      51     -0.90999258E-02     -0.91726616E-02     -0.22498432E-02     -0.55222891E-02
      52     -0.91013858E-02     -0.91726616E-02     -0.22649237E-02     -0.55222891E-02
      53     -0.91027174E-02     -0.91726616E-02     -0.22803965E-02     -0.55222891E-02
      54     -0.91041728E-02     -0.91726616E-02     -0.22961418E-02     -0.55222891E-02
      55     -0.91054454E-02     -0.91726616E-02     -0.23111838E-02     -0.55222891E-02
      56     -0.91067324E-02     -0.91726616E-02     -0.23267349E-02     -0.55222891E-02
      57     -0.91079394E-02     -0.91726616E-02     -0.23419856E-02     -0.55222891E-02
      58     -0.91091454E-02     -0.91726616E-02     -0.23558004E-02     -0.55222891E-02
      59     -0.91100928E-02     -0.91726616E-02     -0.23699980E-02     -0.55222891E-02
      60     -0.91111286E-02     -0.91726616E-02     -0.23845927E-02     -0.55222891E-02
      61     -0.91121930E-02     -0.91726616E-02     -0.23991299E-02     -0.55222891E-02
